Channel ID,Channel Name,Subscribers Count,Number of Videos,Location,Channel Image URL
UCOkT6dccQ1vsnMFK1xJanmA,Fox Cricket,360000,681,AU,https://yt3.ggpht.com/ytc/APkrFKbfg5vBjLlT4Sgh3jiWntFFJQKswy6pSo5WUxib=s88-c-k-c0x00ffffff-no-rj
