Serial,Event,Code Province,Code District,Code Division,Date (YMD),Duration (d),Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle,Damages in roads Mts
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,7.0,11,0,205,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,6.0,4,0,75,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,1.0,11,0,80,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,5.0,8,0,110,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,1.0,11,0,80,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,1.0,7,0,65,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,1,0,15,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,2,0,40,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,1,0,15,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,9,0,95,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,6,0,55,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,9,0,80,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,3,0,50,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,2,0,20,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,12,0,85,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002030,17/05/2003,0,0.0,0.0,0.0,0.0,6,0,45,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,2.0,0,0,400,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,35,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,875,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,3,0,15,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,1.0,1,0,10,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002027,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,450,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,125,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,210,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,125,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001036,10/12/2005,0,0.0,0.0,0.0,0.0,20,0,971,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,125,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,40,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,175,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001036,10/12/2005,0,0.0,0.0,0.0,0.0,29,0,133,0,0,0,0,0,0,0.0,0,0
FL1997,FLOOD,lka003,lka003002,lka003002024,19/05/1997,0,0.0,0.0,0.0,0.0,0,0,95,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001036,10/12/2005,0,0.0,0.0,0.0,3.0,95,0,451,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002015,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002015,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002015,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002015,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka003,lka003002,lka003002015,29/10/2006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka004,lka004001,lka004001036,28/10/2004,14,0.0,0.0,0.0,20.0,0,0,99,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka004,lka004001,lka004001036,28/10/2004,0,0.0,0.0,0.0,0.0,54,0,304,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,6.0,1,0,35,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka004,lka004001,lka004001036,28/10/2004,0,1.0,0.0,0.0,0.0,63,0,316,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,4.0,0,0,20,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,4,0,30,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,0,0,10,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,6,0,40,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka004,lka004001,lka004001036,28/10/2004,0,0.0,0.0,0.0,0.0,39,0,157,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,10,0,60,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,3,0,25,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,6,0,35,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,4.0,6,0,50,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,3,0,20,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,0,0,10,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,4.0,1,0,20,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,2.0,2,0,20,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,0.0,2,0,10,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,1,0,10,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003002,lka003002024,17/05/2003,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,3.0,10,0,61,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,2.0,20,0,92,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,9,0,59,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,15,0,74,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,3,0,21,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,6,0,23,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,40,0,168,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,15,0,71,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,60,0,211,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,75,0,327,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,20,0,281,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,16,0,89,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,25,0,102,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,76,0,338,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,60,0,322,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001018,26/03/2008,0,0.0,0.0,0.0,0.0,11,0,69,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001027,26/03/2008,0,0.0,0.0,0.0,6.0,9,0,75,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001027,26/03/2008,0,0.0,0.0,0.0,12.0,1,0,42,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001027,26/03/2008,0,0.0,0.0,0.0,0.0,26,0,111,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001027,28/03/2008,0,0.0,0.0,0.0,0.0,16,0,80,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001015,27/03/2008,0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001015,26/03/2008,0,0.0,0.0,0.0,0.0,4,0,14,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001015,26/03/2008,0,0.0,0.0,0.0,0.0,4,0,200,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001015,26/03/2008,0,0.0,0.0,0.0,0.0,1,0,341,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001009,27/03/2008,0,0.0,0.0,0.0,0.0,9,0,45,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001009,27/03/2008,0,0.0,0.0,0.0,0.0,9,0,45,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001009,27/03/2008,0,0.0,0.0,0.0,0.0,3,0,15,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,7,0,29,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,6,0,28,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,5,0,26,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,2,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,2,0,9,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,3,0,13,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,4,0,13,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,82.0,46,0,650,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,36.0,42,0,600,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005012,1/1/2003,0,0.0,0.0,0.0,0.0,66,0,1210,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka005,lka005001,lka005001030,25/12/2003,0,0.0,0.0,0.0,242.0,8,0,2663,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka005,lka005001,lka005001009,25/12/2003,0,0.0,0.0,0.0,48.0,261,0,16174,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka005,lka005002,lka005002030,25/12/2003,0,0.0,0.0,0.0,3.0,11,0,760,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka005,lka005001,lka005001015,25/12/2003,0,0.0,0.0,0.0,0.0,50,0,27514,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka005,lka005001,lka005001024,25/12/2003,0,0.0,0.0,0.0,0.0,0,0,7832,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,0.0,0,0,160,0,160,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,0.0,0,0,162,0,162,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,9.0,51,0,246,0,246,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka004,lka004005,lka004005003,9/12/2003,0,0.0,0.0,0.0,0.0,15,0,195,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka004,lka004005,lka004005012,5/2/1984,0,0.0,0.0,0.0,0.0,374,0,1870,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka004,lka004005,lka004005012,5/2/1984,0,0.0,0.0,0.0,12.0,86,0,1550,0,0,0,0,0,0,0.0,0,0
FL1986,FLOOD,lka004,lka004005,lka004005009,7/1/1986,0,0.0,0.0,0.0,4.0,40,0,220,0,0,0,0,0,0,0.0,0,0
FL1986,FLOOD,lka004,lka004005,lka004005009,7/1/1986,0,0.0,0.0,0.0,20.0,68,0,440,0,0,0,0,0,0,0.0,0,0
FL1986,FLOOD,lka004,lka004005,lka004005009,7/1/1986,0,0.0,0.0,0.0,3.0,29,0,483,0,0,0,0,0,0,0.0,0,0
FL1986,FLOOD,lka004,lka004005,lka004005009,7/1/1986,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1986,FLOOD,lka004,lka004005,lka004005009,7/1/1986,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1983,FLOOD,lka004,lka004005,lka004005012,19/12/1983,0,0.0,0.0,0.0,0.0,0,0,720,0,0,0,0,0,0,0.0,0,0
FL1983,FLOOD,lka004,lka004005,lka004005003,19/12/1983,0,0.0,0.0,0.0,12.0,10,0,492,0,262,0,0,0,0,0.0,0,0
FL1983,FLOOD,lka004,lka004005,lka004005003,19/12/1983,0,0.0,0.0,0.0,6.0,10,0,80,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka005,lka005002,lka005002030,19/04/2007,0,0.0,0.0,0.0,0.0,14,0,19757,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka005,lka005003,lka005003024,10/12/2004,0,0.0,0.0,0.0,360.0,0,0,1800,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka004,lka004005,lka004005012,2/9/1999,0,0.0,0.0,0.0,16.0,47,0,1010,0,0,0,0,0,0,0.0,0,0
FL1993,FLOOD,lka004,lka004005,lka004005012,4/12/1993,0,0.0,0.0,0.0,168.0,0,0,1810,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004005,lka004005012,2/3/2008,0,0.0,0.0,0.0,0.0,0,0,1015,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002039,17/11/2006,15,0.0,0.0,0.0,0.0,0,0,1280,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002039,26/10/2006,4,1.0,0.0,0.0,0.0,4,0,1234,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002039,21/06/2006,2,0.0,0.0,0.0,0.0,0,0,186,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002039,22/11/2005,3,0.0,0.0,0.0,4.0,108,0,5616,0,0,0,0,0,0,0.0,0,0
FL1992,FLOOD,lka001,lka001002,lka001002039,12/10/1992,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1991,FLOOD,lka001,lka001002,lka001002030,2/6/1991,0,0.0,0.0,0.0,0.0,0,0,295,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002033,27/10/2006,0,1.0,0.0,0.0,1.0,7,0,3543,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002018,17/11/2006,5,1.0,0.0,0.0,9.0,223,0,57495,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002024,22/11/2005,3,0.0,0.0,0.0,0.0,17,0,1385,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002024,24/10/2006,7,1.0,0.0,0.0,6.0,21,0,6437,0,238,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka001,lka001002,lka001002024,25/09/2004,4,0.0,0.0,0.0,0.0,0,0,364,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002036,22/11/2005,3,0.0,0.0,0.0,0.0,37,0,27100,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka001,lka001002,lka001002036,26/12/2004,0,0.0,0.0,0.0,0.0,0,0,1041,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002036,24/10/2006,0,1.0,0.0,0.0,2.0,66,0,26585,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002012,19/11/2006,1,0.0,0.0,0.0,2.0,2,0,59,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001002,lka001002012,15/10/2003,0,0.0,0.0,0.0,8.0,0,0,50,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002006,25/10/2006,5,0.0,0.0,0.0,19.0,73,0,36957,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002006,22/11/2005,4,0.0,0.0,0.0,15.0,46,0,33665,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001002,lka001002006,21/04/1999,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka001,lka001002,lka001002006,7/11/1998,0,0.0,0.0,0.0,0.0,0,0,8035,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002015,25/11/2005,0,0.0,0.0,0.0,2.0,20,0,209,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka001,lka001002,lka001002027,25/09/2004,0,0.0,0.0,0.0,0.0,0,0,470,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002027,25/10/2006,5,0.0,0.0,0.0,4.0,0,0,1522,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001002,lka001002030,22/11/2005,0,0.0,0.0,0.0,4.0,2,0,768,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002030,29/10/2006,0,0.0,0.0,0.0,3.0,14,0,69,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001002,lka001002021,21/04/1999,0,0.0,0.0,0.0,0.0,0,0,250,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002021,26/10/2006,0,3.0,0.0,0.0,2.0,302,0,18549,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001002,lka001002021,17/05/2003,0,0.0,0.0,0.0,0.0,12,0,60,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka001,lka001002,lka001002021,3/6/1998,0,0.0,0.0,0.0,0.0,0,0,2595,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002003,17/11/2006,0,0.0,0.0,0.0,0.0,0,0,192,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002009,26/10/2006,0,0.0,0.0,0.0,64.0,0,0,320,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001002,lka001002009,17/11/2006,0,0.0,0.0,0.0,0.0,0,0,94,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003021,25/11/2005,3,0.0,0.0,0.0,0.0,0,0,2845,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001003,lka001003021,17/05/2003,7,1.0,0.0,0.0,211.0,57,0,7740,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003021,15/05/2005,3,0.0,0.0,0.0,31.0,12,0,7683,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001003,lka001003021,26/10/2006,3,0.0,0.0,0.0,6.0,21,0,10132,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka001,lka001003,lka001003021,15/07/1998,2,0.0,0.0,0.0,11.0,47,0,290,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001003,lka001003030,6/5/2003,2,3.0,0.0,0.0,32.0,162,0,975,0,40,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001003,lka001003018,19/04/1999,0,2.0,0.0,0.0,45.0,158,0,9680,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003018,20/11/2005,4,0.0,0.0,0.0,8.0,27,0,857,0,200,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001003,lka001003018,17/10/2006,0,0.0,0.0,0.0,5.0,10,0,527,0,100,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001003,lka001003027,17/05/2003,10,4.0,0.0,0.0,88.0,264,0,19786,0,88,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001003,lka001003039,1/10/2003,3,0.0,0.0,0.0,11.0,30,0,200,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka001,lka001003,lka001003039,17/05/2003,3,0.0,10.0,0.0,28.0,107,0,2860,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001003,lka001003039,26/10/2006,3,0.0,0.0,0.0,6.0,9,0,360,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003010,20/04/2005,0,2.0,12.0,0.0,12.0,148,0,800,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003003,22/11/2005,0,0.0,0.0,0.0,25.0,575,0,7437,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001003,lka001003003,27/10/2006,0,0.0,0.0,0.0,15.0,85,0,3855,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001003,lka001003003,20/11/2006,0,0.0,0.0,0.0,8.0,47,0,882,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka001,lka001003,lka001003009,10/11/1998,0,0.0,0.0,0.0,0.0,13,0,645,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001003,lka001003009,19/04/1999,0,0.0,0.0,0.0,0.0,58,0,601,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka001,lka001003,lka001003009,21/11/2005,0,0.0,0.0,0.0,30.0,45,0,589,0,0,0,0,0,0,0.0,0,0
