Serial,Event,Code Province,Code District,Code Division,Date (YMD),Duration (d),Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle,Damages in roads Mts
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,2100,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,150,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,8,0,34,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,5,0,21,0,0,0,0,0,0,0.0,0,0
FL2000,FLOOD,lka007,lka007002,,19/11/2000,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,4,0,13,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,6,0,26,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,13,0,53,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,2,0,8,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka004,lka004005,lka004005006,15/12/1998,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,340,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001001,lka001001027,3/5/2007,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001003,19/03/2008,0,0.0,0.0,0.0,0.0,5,0,21,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001021,26/03/2008,0,0.0,0.0,0.0,0.0,3,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004005,lka004005009,10/3/2008,10,0.0,0.0,0.0,0.0,4,0,319,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,516,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001021,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,5500,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,500,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001024,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,14722,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,4500,0,0,0,0,0,0,0.0,0,0
FL2000,FLOOD,lka005,lka005002,lka005002051,1/1/2000,0,0.0,0.0,0.0,0.0,0,0,7121,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001021,26/03/2008,0,0.0,0.0,0.0,0.0,2,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001021,26/03/2008,0,0.0,0.0,0.0,2.0,0,0,8,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001042,28/03/2008,0,0.0,0.0,0.0,0.0,7,0,31,0,0,0,0,0,0,0.0,0,0
FL1983,FLOOD,lka004,lka004005,lka004005009,19/12/1983,0,0.0,0.0,0.0,420.0,0,0,2100,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001042,28/03/2008,0,0.0,0.0,0.0,0.0,3,0,14,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001042,28/03/2008,0,0.0,0.0,0.0,0.0,1,0,4,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001042,28/03/2008,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004001,lka004001042,28/03/2008,0,0.0,0.0,0.0,0.0,2,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,2200,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001018,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,4500,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,1800,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka001,lka001003,lka001003003,25/09/2004,6,0.0,0.0,0.0,0.0,0,0,2500,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,1240,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001015,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,5760,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,360,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001027,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,3083,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,180,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001030,2/6/2008,0,0.0,0.0,0.0,0.0,3,0,11259,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,1800,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003001,lka003001012,3/6/2008,0,0.0,0.0,0.0,0.0,0,0,6670,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,1756,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,140,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,60,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,1000,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,3/6/2008,0,0.0,0.0,0.0,0.0,0,0,2400,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002018,3/6/2008,0,0.0,0.0,0.0,0.0,0,0,1110,0,0,0,0,0,0,0.0,0,0
FL1983,FLOOD,lka005,lka005002,lka005002025,22/12/1983,0,0.0,0.0,0.0,0.0,0,0,4875,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka007,lka007001,lka007001024,10/1/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka005,lka005003,lka005003012,21/01/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka005,lka005003,lka005003027,21/01/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka005,lka005003,lka005003015,21/01/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka005,lka005002,lka005002024,3/2/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka007,lka007002,lka007002012,5/2/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka007,lka007001,lka007001024,5/2/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka006,lka006002,lka006002012,9/3/1984,0,0.0,0.0,0.0,0.0,0,0,1750,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka006,lka006002,lka006002015,9/3/1984,0,0.0,0.0,0.0,0.0,40,0,200,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004005,lka004005009,10/3/2008,10,0.0,0.0,0.0,0.0,0,0,150,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka001,lka001002,lka001002009,17/04/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003002,lka003002003,2/6/2008,0,0.0,0.0,0.0,0.0,5,0,110,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003002,lka003002024,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,2455,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003002,lka003002027,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,6079,0,0,0,0,0,0,0.0,0,0
FL1996,FLOOD,lka005,lka005002,lka005002024,4/2/1996,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka002,lka002002,lka002002027,19/12/2006,7,0.0,0.0,0.0,0.0,10,0,42,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003002,lka003002036,4/6/2008,0,0.0,0.0,0.0,0.0,0,0,510,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003002,lka003002042,1/6/2008,0,0.0,0.0,0.0,1.0,0,0,1095,0,0,0,0,0,0,0.0,0,0
FL1996,FLOOD,lka001,lka001001,lka001001006,21/09/1996,0,0.0,0.0,0.0,0.0,0,0,10000,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003036,31/05/2008,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003036,31/05/2008,0,0.0,0.0,0.0,3.0,40,0,3500,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003036,31/05/2008,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003018,1/6/2008,0,3.0,0.0,0.0,89.0,545,0,16247,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003039,1/6/2008,0,0.0,0.0,0.0,11.0,28,0,8025,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003012,1/6/2008,0,5.0,0.0,0.0,76.0,295,0,33993,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka008,lka008002,lka008002033,15/04/2007,0,0.0,0.0,0.0,1.0,1,0,10,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004005,lka004005009,10/3/2008,0,0.0,0.0,0.0,0.0,0,0,175,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004005,lka004005009,10/3/2008,10,0.0,0.0,0.0,0.0,20,0,1300,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka008,lka008002,lka008002033,12/3/2008,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,295,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka006,lka006002,lka006002006,25/12/2007,0,0.0,0.0,0.0,0.0,12,0,115,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,77,0,808,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,10,0,450,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,41,0,217,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,80,0,429,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,168,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001036,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,76,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,11,0,50,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,10,0,111,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,11,0,46,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,2.0,10,0,42,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003015,2/6/2008,0,0.0,0.0,0.0,72.0,271,0,18339,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,15,0,52,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,2.0,0,0,24,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003021,2/6/2008,0,1.0,0.0,0.0,41.0,91,0,12654,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003030,2/6/2008,0,0.0,0.0,0.0,14.0,80,0,2734,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,1.0,16,0,79,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,168,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003010,2/6/2008,0,0.0,0.0,0.0,9.0,127,0,8067,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,30,0,162,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,4,0,40,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001033,31/05/2008,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003006,2/6/2008,0,0.0,0.0,0.0,1.0,6,0,1800,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,1.0,1,0,7,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,4.0,6,0,32,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,5,0,22,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001018,23/12/2007,0,0.0,0.0,0.0,0.0,10,0,82,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003024,2/6/2008,0,0.0,0.0,0.0,3.0,7,0,34,0,0,0,0,0,0,0.0,0,0
FL1992,FLOOD,lka004,lka004005,lka004005006,1/11/1992,0,0.0,0.0,0.0,0.0,0,0,2305,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka009,lka009001,,10/7/1984,0,0.0,0.0,0.0,0.0,0,0,7490,0,0,0,0,0,0,0.0,0,0
FL1984,FLOOD,lka003,lka003002,lka003002024,15/07/1984,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001006,31/05/2008,0,0.0,0.0,0.0,2.0,1,0,1358,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003009,5/6/2008,0,0.0,0.0,0.0,5.0,8,0,400,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001027,31/05/2008,0,0.0,0.0,0.0,0.0,0,0,5360,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka009,lka009001,,19/04/1999,0,0.0,0.0,0.0,0.0,1436,0,59018,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,1.0,0,0,4,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,0.0,3,0,14,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001012,31/05/2008,0,0.0,0.0,0.0,0.0,4,0,1203,0,0,0,0,0,0,0.0,0,0
FL1976,FLOOD,lka005,lka005002,lka005002024,15/01/1976,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003003,5/6/2008,0,0.0,0.0,0.0,0.0,13,0,1749,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001030,31/05/2008,0,0.0,0.0,0.0,1.0,89,0,6215,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003033,5/6/2008,0,1.0,0.0,0.0,8.0,10,0,2180,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001003,30/05/2008,0,0.0,0.0,0.0,8.0,90,0,777,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001036,31/05/2008,0,0.0,0.0,0.0,0.0,9,0,83,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka005,lka005002,lka005002051,17/12/2006,7,0.0,0.0,0.0,21.0,163,0,2700,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka009,lka009001,lka009001042,31/05/2008,0,1.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,43,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,30,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,67,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,100,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,81,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,600,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,78,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,1920,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,2275,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,1660,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,1655,0,0,0,0,0,0,0.0,0,0
FL1981,FLOOD,lka001,lka001002,lka001002030,18/06/1981,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,49,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,2511,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,131,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,880,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,1535,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,485,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,14,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,642,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,312,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,19,0,0,0,0,0,0,0.0,0,0
FL1981,FLOOD,lka004,lka004005,lka004005009,21/11/1981,3,0.0,0.0,0.0,75.0,32,0,940,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,3.0,15,0,82,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,3.0,13,0,79,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,3.0,0,0,15,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,5.0,5,0,62,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,892,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,14,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,520,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,19,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,11,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001027,23/12/2007,0,0.0,0.0,0.0,1.0,2,0,8,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002002,lka002002006,22/12/2007,0,0.0,0.0,0.0,0.0,1,0,827,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002002,lka002002006,22/12/2007,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002002,lka002002006,22/12/2007,0,0.0,0.0,0.0,0.0,11,0,55,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001001,lka001001003,27/10/2006,0,0.0,0.0,0.0,0.0,0,0,6000,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001001,lka001001003,27/10/2006,0,0.0,0.0,0.0,0.0,0,0,4725,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002002,lka002002006,22/12/2007,0,0.0,0.0,0.0,1.0,1,0,4,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,151,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001001,lka001001003,27/10/2006,0,0.0,0.0,0.0,0.0,0,0,15000,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka001,lka001001,lka001001003,27/10/2006,0,0.0,0.0,0.0,0.0,0,0,5000,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,262,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002030,2/6/2008,0,0.0,0.0,0.0,0.0,0,0,79,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001002,lka001002039,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,308,0,0,0,0,0,0,0.0,0,0
