Code Province,Code District,Code Division,Duration (d),Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle,Damages in roads Mts,Season,Temp.Avg.Surface Air (C),Precipitation (mm)
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka005,lka005001,lka005001018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka007,lka007002,lka007002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka007,lka007002,lka007002010,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,2,0,1750,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka005,lka005002,lka005002048,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1976,24.82,374.16
lka003,lka003003,lka003003015,0,0.0,0.0,0.0,0.0,0,0,6000,0,0,0,0,0,0,0.0,0,0,1-1982,24.81,383.73
lka005,lka005002,lka005002018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002042,0,0.0,0.0,0.0,0.0,0,0,325,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005001,lka005001036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka006,lka006002,lka006002015,0,0.0,0.0,0.0,0.0,40,0,200,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004004,lka004004003,0,0.0,0.0,0.0,0.0,0,0,3500,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004005,lka004005012,0,0.0,0.0,0.0,61.0,49,0,755,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka006,lka006002,lka006002012,0,0.0,0.0,0.0,0.0,0,0,1750,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005003,lka005003015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005003,lka005003027,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005001,lka005001009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,1.0,0,0,21,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005003,lka005003012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004005,lka004005012,0,0.0,0.0,0.0,0.0,374,0,1870,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005003,lka005003030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002033,20,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005003,lka005003024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001048,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002051,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002048,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001024,0,0.0,0.0,0.0,0.0,0,0,107,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004003,lka004003009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002051,0,0.0,0.0,0.0,0.0,0,0,90,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002036,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka007,lka007001,lka007001021,0,0.0,0.0,0.0,0.0,0,0,12500,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka005,lka005002,lka005002009,0,0.0,0.0,0.0,0.0,0,0,200,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004005,lka004005012,0,0.0,0.0,0.0,6.0,72,0,845,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004005,lka004005012,0,0.0,0.0,0.0,12.0,86,0,1550,0,0,0,0,0,0,0.0,0,0,1-1984,24.84,388.92
lka004,lka004005,lka004005009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,4,0,2610,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka004,lka004005,lka004005009,0,0.0,0.0,0.0,20.0,68,0,440,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka004,lka004005,lka004005009,0,0.0,0.0,0.0,3.0,29,0,483,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka004,lka004005,lka004005009,0,0.0,0.0,0.0,4.0,40,0,220,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka004,lka004005,lka004005009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka008,lka008002,lka008002021,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka008,lka008002,lka008002030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka005,lka005002,lka005002036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka008,lka008002,lka008002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka007,lka007002,lka007002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka005,lka005002,lka005002025,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka007,lka007002,lka007002018,0,0.0,0.0,0.0,0.0,0,0,4250,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka008,lka008001,lka008001030,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1986,24.88,390.34
lka005,lka005002,lka005002033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka001,lka001001,lka001001015,0,0.0,0.0,0.0,18.0,32,0,3065,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,300.0,0,0,1500,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka005,lka005002,lka005002042,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,9,0,3200,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka005,lka005002,lka005002039,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1989,24.87,382.6
lka005,lka005003,lka005003024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007001,lka007001069,0,0.0,0.0,0.0,0.0,0,0,1500,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005002,lka005002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005003,lka005003030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007002,lka007002003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007002,lka007002009,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005003,lka005003033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka008,lka008001,lka008001021,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005002,lka005002045,0,0.0,0.0,0.0,0.0,0,0,9484,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005002,lka005002042,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005002,lka005002006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007002,lka007002006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka008,lka008001,lka008001003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1990,24.86,378.6
lka005,lka005002,lka005002018,0,0.0,0.0,0.0,0.0,0,0,11265,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007001,lka007001006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005001,lka005001003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007001,lka007001027,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005001,lka005001012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka002,lka002002,lka002002006,0,0.0,0.0,0.0,0.0,0,0,100,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002027,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007001,lka007001003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007001,lka007001021,0,0.0,0.0,0.0,0.0,250,0,15336,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,500,0,2500,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005001,lka005001009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007001,lka007001024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,7,0,3200,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005001,lka005001036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka006,lka006002,lka006002033,3,0.0,0.0,0.0,0.0,0,0,215,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002048,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005002,lka005002018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002009,0,0.0,0.0,0.0,0.0,0,0,6000,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka005,lka005003,lka005003024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka002,lka002001,lka002001030,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1994,24.84,376.49
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1995,24.87,380.45
lka005,lka005003,lka005003030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1995,24.87,380.45
lka005,lka005002,lka005002025,0,0.0,0.0,0.0,0.0,0,0,11898,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005001,lka005001015,0,0.0,0.0,0.0,0.0,19,0,28752,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,5,0,3700,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005002,lka005002024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005002,lka005002039,0,0.0,0.0,0.0,0.0,0,0,800,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005002,lka005002018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1996,24.9,384.36
lka005,lka005002,lka005002025,0,0.0,0.0,0.0,0.0,15,0,10617,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005003,lka005003027,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005003,lka005003024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002054,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005003,lka005003021,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,4,0,4900,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002051,0,0.0,0.0,0.0,0.0,0,0,1500,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002048,0,0.0,0.0,0.0,0.0,0,0,13369,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005003,lka005003033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005003,lka005003018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005002,lka005002042,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1998,24.98,386.97
lka005,lka005001,lka005001009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka001,lka001003,lka001003010,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005001,lka005001015,0,0.0,0.0,0.0,0.0,72,0,29795,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001024,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005003,lka005003018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005003,lka005003018,2,0.0,0.0,0.0,0.0,0,0,1291,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005001,lka005001012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka007,lka007001,lka007001069,0,0.0,0.0,0.0,0.0,0,0,100,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002030,0,0.0,0.0,0.0,0.0,4,0,5100,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005001,lka005001021,0,0.0,0.0,0.0,0.0,0,0,7381,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002048,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001027,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009002,lka009002030,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka009,lka009001,lka009001006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005003,lka005003015,0,0.0,0.0,0.0,0.0,0,0,10000,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002039,0,0.0,0.0,0.0,0.0,0,0,10684,0,0,0,0,0,0,0.0,0,0,1-1999,25.02,383.63
lka005,lka005002,lka005002051,0,0.0,0.0,0.0,0.0,0,0,7121,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,102,0,510,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002033,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka008,lka008001,lka008001003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka008,lka008001,lka008001006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002048,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002045,0,0.0,0.0,0.0,16.0,36,0,19787,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka005,lka005002,lka005002051,3,0.0,0.0,0.0,0.0,0,0,5616,0,0,0,0,0,0,0.0,0,0,1-2000,25.07,378.0
lka006,lka006001,lka006001036,0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002015,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001036,0,0.0,0.0,0.0,0.0,0,0,14,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002006,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka002,lka002001,lka002001009,8,0.0,0.0,0.0,0.0,0,0,300,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001018,0,0.0,0.0,0.0,0.0,1,0,20,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002018,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka008,lka008001,lka008001036,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka005,lka005002,lka005002003,0,0.0,0.0,0.0,978.0,155,0,4532,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka005,lka005002,lka005002027,0,0.0,0.0,0.0,0.0,0,0,13059,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001036,0,0.0,0.0,0.0,1.0,2,0,13,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka005,lka005002,lka005002009,0,0.0,0.0,0.0,156.0,327,0,9150,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001036,0,0.0,0.0,0.0,7.0,0,0,35,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001060,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka006,lka006001,lka006001018,0,0.0,0.0,0.0,4.0,0,0,20,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka007,lka007002,lka007002012,0,0.0,0.0,0.0,0.0,0,0,2325,0,0,0,0,0,0,0.0,0,0,1-2001,25.1,371.62
lka004,lka004005,lka004005006,10,0.0,0.0,0.0,7.0,42,0,565,0,0,0,0,0,0,0.0,0,0,1-2002,25.14,366.09
lka005,lka005002,lka005002009,0,0.0,0.0,0.0,45.0,300,0,7600,0,0,0,0,0,0,0.0,0,0,1-2002,25.14,366.09
lka004,lka004005,lka004005006,0,0.0,0.0,0.0,3.0,10,0,250,0,150,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka007,lka007002,lka007002010,0,0.0,0.0,0.0,0.0,0,0,62,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka007,lka007001,lka007001045,0,0.0,0.0,0.0,0.0,12,0,60,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka008,lka008002,lka008002012,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka005,lka005002,lka005002045,21,1.0,0.0,0.0,12.0,114,0,22304,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka004,lka004005,lka004005006,0,0.0,0.0,0.0,4.0,29,0,148,0,148,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka006,lka006001,lka006001033,0,0.0,0.0,0.0,3.0,7,0,50,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
lka005,lka005002,lka005002016,0,1.0,0.0,0.0,71.0,39,0,12589,0,0,0,0,0,0,0.0,0,0,1-2003,25.16,362.93
